,competition,season,rank,squad,games,wins,draws,losses,goals_for,goals_against,goal_diff,points,players_used,assists,pens_made,pens_att,cards_yellow,cards_red,shots_on_target_against,saves,clean_sheets,shots_on_target,games_starts,games_complete,games_subs,unused_subs,points_per_match,adjusted_wins,adjusted_draws,adjusted_losses,adjusted_goals_for,adjusted_goals_against,adjusted_goal_diff,adjusted_assists,adjusted_pens_made,adjusted_pens_att,adjusted_shots_on_target_against,adjusted_saves,adjusted_clean_sheets,adjusted_shots_on_target,adjusted_points,adjusted_points_per_match,UEFA Champions League,UEFA Europa League,Relegation
259,Ligue 1,2011-2012,20,Auxerre,38,7,13,18,46,57,-11,34,29,28,1,1,84.0,5.0,156,99,7,177,418,,104,,0.89,7,13,18,46,57,-11.0,28,1,1,156,99,7,177,34,0.89,No,No,Yes
260,Ligue 1,2012-2013,1,Paris SG,38,25,8,5,69,23,46,83,31,48,4,4,73.0,9.0,123,101,23,244,418,,108,,2.18,25,8,5,69,23,46.0,48,4,4,123,101,23,244,83,2.18,Yes,No,No
261,Ligue 1,2012-2013,2,Marseille,38,21,8,9,42,36,6,71,25,30,1,3,53.0,7.0,118,82,18,199,418,,91,,1.87,21,8,9,42,36,6.0,30,1,3,118,82,18,199,71,1.87,Yes,No,No
262,Ligue 1,2012-2013,3,Lyon,38,19,10,9,61,38,23,67,31,33,9,11,65.0,6.0,134,96,13,199,418,,103,,1.76,19,10,9,61,38,23.0,33,9,11,134,96,13,199,67,1.76,Yes,No,No
263,Ligue 1,2012-2013,4,Nice,38,18,10,10,57,46,11,64,32,34,6,8,64.0,5.0,149,103,13,196,418,,107,,1.68,18,10,10,57,46,11.0,34,6,8,149,103,13,196,64,1.68,No,Yes,No
264,Ligue 1,2012-2013,5,Saint-Étienne,38,16,15,7,60,32,28,63,25,44,2,3,58.0,4.0,118,86,17,224,418,,98,,1.66,16,15,7,60,32,28.0,44,2,3,118,86,17,224,63,1.66,No,Yes,No
265,Ligue 1,2012-2013,6,Lille,38,16,14,8,59,40,19,62,25,42,2,3,59.0,3.0,130,90,10,228,418,,113,,1.63,16,14,8,59,40,19.0,42,2,3,130,90,10,228,62,1.63,No,No,No
266,Ligue 1,2012-2013,7,Bordeaux,38,13,16,9,40,34,6,55,26,29,2,4,67.0,3.0,132,98,17,195,418,,102,,1.45,13,16,9,40,34,6.0,29,2,4,132,98,17,195,55,1.45,No,No,No
267,Ligue 1,2012-2013,8,Lorient,38,14,11,13,57,58,-1,53,30,38,4,5,49.0,7.0,177,119,8,225,418,,98,,1.39,14,11,13,57,58,-1.0,38,4,5,177,119,8,225,53,1.39,No,No,No
268,Ligue 1,2012-2013,9,Montpellier,38,15,7,16,54,51,3,52,28,34,3,4,66.0,6.0,156,105,10,201,418,,106,,1.37,15,7,16,54,51,3.0,34,3,4,156,105,10,201,52,1.37,No,No,No
269,Ligue 1,2012-2013,10,Toulouse,38,13,12,13,49,47,2,51,24,35,1,2,63.0,7.0,176,129,12,187,418,,96,,1.34,13,12,13,49,47,2.0,35,1,2,176,129,12,187,51,1.34,No,No,No
270,Ligue 1,2012-2013,11,Valenciennes,38,12,12,14,49,53,-4,48,26,32,3,4,57.0,3.0,176,123,9,173,418,,106,,1.26,12,12,14,49,53,-4.0,32,3,4,176,123,9,173,48,1.26,No,No,No
271,Ligue 1,2012-2013,12,Bastia,38,13,8,17,50,66,-16,47,29,32,5,7,82.0,7.0,191,125,9,174,418,,102,,1.24,13,8,17,50,66,-16.0,32,5,7,191,125,9,174,47,1.24,No,No,No
272,Ligue 1,2012-2013,13,Rennes,38,13,7,18,48,59,-11,46,31,33,2,2,45.0,10.0,162,103,7,196,418,,106,,1.21,13,7,18,48,59,-11.0,33,2,2,162,103,7,196,46,1.21,No,No,No
273,Ligue 1,2012-2013,14,Reims,38,10,13,15,33,42,-9,43,26,18,3,6,64.0,6.0,187,145,12,133,418,,109,,1.13,10,13,15,33,42,-9.0,18,3,6,187,145,12,133,43,1.13,No,No,No
274,Ligue 1,2012-2013,15,Sochaux,38,10,11,17,41,57,-16,41,27,29,2,3,63.0,3.0,186,129,8,156,418,,98,,1.08,10,11,17,41,57,-16.0,29,2,3,186,129,8,156,41,1.08,No,No,No
275,Ligue 1,2012-2013,16,Evian,38,10,10,18,46,53,-7,40,30,32,3,3,77.0,3.0,162,110,8,181,418,,114,,1.05,10,10,18,46,53,-7.0,32,3,3,162,110,8,181,40,1.05,No,No,No
276,Ligue 1,2012-2013,17,Ajaccio,38,9,15,14,39,51,-12,40,28,22,4,5,74.0,7.0,181,130,12,165,418,,108,,1.05,9,15,14,39,51,-12.0,22,4,5,181,130,12,165,42,1.11,No,No,No
277,Ligue 1,2012-2013,18,Nancy,38,9,11,18,38,58,-20,38,29,27,1,2,65.0,5.0,182,124,6,187,418,,92,,1.0,9,11,18,38,58,-20.0,27,1,2,182,124,6,187,38,1.0,No,No,Yes
278,Ligue 1,2012-2013,19,Troyes,38,8,13,17,43,61,-18,37,26,28,2,3,51.0,5.0,189,128,7,169,418,,108,,0.97,8,13,17,43,61,-18.0,28,2,3,189,128,7,169,37,0.97,No,No,Yes
279,Ligue 1,2012-2013,20,Brest,38,8,5,25,32,62,-30,29,33,19,5,5,68.0,4.0,197,135,6,140,418,,110,,0.76,8,5,25,32,62,-30.0,19,5,5,197,135,6,140,29,0.76,No,No,Yes
280,Ligue 1,2013-2014,1,Paris SG,38,27,8,3,84,23,61,89,23,46,9,10,0.0,0.0,108,85,20,232,418,,104,,2.34,27,8,3,84,23,61.0,46,9,10,108,85,20,232,89,2.34,Yes,No,No
281,Ligue 1,2013-2014,2,Monaco,38,23,11,4,63,31,32,80,29,48,4,5,0.0,0.0,134,103,14,189,418,,105,,2.11,23,11,4,63,31,32.0,48,4,5,134,103,14,189,80,2.11,Yes,No,No
282,Ligue 1,2013-2014,3,Lille,38,20,11,7,46,26,20,71,22,30,5,6,0.0,0.0,122,96,21,179,418,,107,,1.87,20,11,7,46,26,20.0,30,5,6,122,96,21,179,71,1.87,Yes,No,No
283,Ligue 1,2013-2014,4,Saint-Étienne,38,20,9,9,56,34,22,69,26,32,4,5,,,116,82,16,175,418,,110,,1.82,20,9,9,56,34,22.0,32,4,5,116,82,16,175,69,1.82,No,Yes,No
284,Ligue 1,2013-2014,5,Lyon,38,17,10,11,56,44,12,61,28,36,1,2,0.0,0.0,170,126,13,181,418,,103,,1.61,17,10,11,56,44,12.0,36,1,2,170,126,13,181,61,1.61,No,Yes,No
285,Ligue 1,2013-2014,6,Marseille,38,16,12,10,53,40,13,60,24,33,2,2,0.0,0.0,128,88,9,192,418,,101,,1.58,16,12,10,53,40,13.0,33,2,2,128,88,9,192,60,1.58,No,No,No
286,Ligue 1,2013-2014,7,Bordeaux,38,13,14,11,49,43,6,53,32,33,6,6,0.0,0.0,151,114,9,168,418,,94,,1.39,13,14,11,49,43,6.0,33,6,6,151,114,9,168,53,1.39,No,No,No
287,Ligue 1,2013-2014,8,Lorient,38,13,10,15,48,53,-5,49,28,32,6,6,0.0,0.0,151,100,10,162,418,,107,,1.29,13,10,15,48,53,-5.0,32,6,6,151,100,10,162,49,1.29,No,No,No
288,Ligue 1,2013-2014,9,Toulouse,38,12,13,13,46,53,-7,49,28,32,3,6,,,149,96,8,168,418,,99,,1.29,12,13,13,46,53,-7.0,32,3,6,149,96,8,168,49,1.29,No,No,No
289,Ligue 1,2013-2014,10,Bastia,38,13,10,15,42,56,-14,49,27,32,3,3,0.0,0.0,162,106,10,138,418,,109,,1.29,13,10,15,42,56,-14.0,32,3,3,162,106,10,138,49,1.29,No,No,No
290,Ligue 1,2013-2014,11,Reims,38,12,12,14,44,52,-8,48,25,27,3,4,0.0,0.0,202,150,10,142,418,,112,,1.26,12,12,14,44,52,-8.0,27,3,4,202,150,10,142,48,1.26,No,No,No
291,Ligue 1,2013-2014,12,Rennes,38,11,13,14,47,45,2,46,32,26,2,4,,,173,128,12,147,418,,112,,1.21,11,13,14,47,45,2.0,26,2,4,173,128,12,147,46,1.21,No,No,No
292,Ligue 1,2013-2014,13,Nantes,38,12,10,16,38,43,-5,46,28,25,0,2,0.0,0.0,146,103,15,134,418,,112,,1.21,12,10,16,38,43,-5.0,25,0,2,146,103,15,134,46,1.21,No,No,No
293,Ligue 1,2013-2014,14,Evian,38,11,11,16,39,51,-12,44,29,22,4,5,0.0,0.0,163,112,8,139,418,,109,,1.16,11,11,16,39,51,-12.0,22,4,5,163,112,8,139,44,1.16,No,No,No
294,Ligue 1,2013-2014,15,Montpellier,38,8,18,12,45,53,-8,42,26,23,3,5,0.0,0.0,160,107,7,146,418,,108,,1.11,8,18,12,45,53,-8.0,23,3,5,160,107,7,146,42,1.11,No,No,No
295,Ligue 1,2013-2014,16,Guingamp,38,11,9,18,34,42,-8,42,25,25,4,6,0.0,0.0,163,121,10,140,418,,107,,1.11,11,9,18,34,42,-8.0,25,4,6,163,121,10,140,42,1.11,No,Yes,No
296,Ligue 1,2013-2014,17,Nice,38,12,6,20,30,44,-14,42,29,17,2,3,0.0,0.0,173,129,13,117,418,,110,,1.11,12,6,20,30,44,-14.0,17,2,3,173,129,13,117,42,1.11,No,No,No
297,Ligue 1,2013-2014,18,Sochaux,38,10,10,18,37,61,-24,40,36,24,2,2,0.0,0.0,185,124,10,144,418,,109,,1.05,10,10,18,37,61,-24.0,24,2,2,185,124,10,144,40,1.05,No,No,Yes
298,Ligue 1,2013-2014,19,Valenciennes,38,7,8,23,37,65,-28,29,26,23,4,7,0.0,0.0,164,99,3,140,418,,94,,0.76,7,8,23,37,65,-28.0,23,4,7,164,99,3,140,29,0.76,No,No,Yes
299,Ligue 1,2013-2014,20,Ajaccio,38,4,11,23,37,72,-35,23,37,28,0,2,0.0,0.0,221,149,2,117,418,,106,,0.61,4,11,23,37,72,-35.0,28,0,2,221,149,2,117,23,0.61,No,No,Yes
300,Ligue 1,2014-2015,1,Paris SG,38,24,11,3,83,36,47,83,23,55,13,14,0.0,0.0,114,78,13,223,418,,101,164.0,2.18,24,11,3,83,36,47.0,55,13,14,114,78,13,223,83,2.18,Yes,No,No
301,Ligue 1,2014-2015,2,Lyon,38,22,9,7,72,33,39,75,26,47,9,12,0.0,0.0,139,106,16,215,418,,112,154.0,1.97,22,9,7,72,33,39.0,47,9,12,139,106,16,215,75,1.97,Yes,No,No
302,Ligue 1,2014-2015,3,Monaco,38,20,11,7,51,26,25,71,27,35,5,7,0.0,0.0,109,83,20,165,418,,111,155.0,1.87,20,11,7,51,26,25.0,35,5,7,109,83,20,165,71,1.87,Yes,No,No
303,Ligue 1,2014-2015,4,Marseille,38,21,6,11,76,42,34,69,25,45,2,4,0.0,0.0,144,102,12,203,418,,103,162.0,1.82,21,6,11,76,42,34.0,45,2,4,144,102,12,203,69,1.82,No,Yes,No
304,Ligue 1,2014-2015,5,Saint-Étienne,38,19,12,7,51,30,21,69,24,33,5,7,,,125,95,18,151,418,,108,155.0,1.82,19,12,7,51,30,21.0,33,5,7,125,95,18,151,69,1.82,No,Yes,No
305,Ligue 1,2014-2015,6,Bordeaux,38,17,12,9,47,44,3,63,30,34,8,8,0.0,0.0,140,96,9,160,418,,110,154.0,1.66,17,12,9,47,44,3.0,34,8,8,140,96,9,160,63,1.66,No,Yes,No
306,Ligue 1,2014-2015,7,Montpellier,38,16,8,14,46,39,7,56,26,32,3,6,0.0,0.0,154,115,15,137,418,,111,143.0,1.47,16,8,14,46,39,7.0,32,3,6,154,115,15,137,56,1.47,No,No,No
307,Ligue 1,2014-2015,8,Lille,38,16,8,14,43,42,1,56,27,28,5,8,0.0,0.0,137,95,14,150,418,,104,149.0,1.47,16,8,14,43,42,1.0,28,5,8,137,95,14,150,56,1.47,No,No,No
308,Ligue 1,2014-2015,9,Rennes,38,13,11,14,35,42,-7,50,22,28,1,3,,,140,98,15,128,418,,110,156.0,1.32,13,11,14,35,42,-7.0,28,1,3,140,98,15,128,50,1.32,No,No,No
309,Ligue 1,2014-2015,10,Guingamp,38,15,4,19,41,55,-14,49,28,26,7,7,0.0,0.0,171,116,9,139,418,,107,157.0,1.29,15,4,19,41,55,-14.0,26,7,7,171,116,9,139,49,1.29,No,No,No
310,Ligue 1,2014-2015,11,Nice,38,13,9,16,44,53,-9,48,30,29,4,4,0.0,0.0,150,97,10,146,417,,108,157.0,1.26,13,9,16,44,53,-9.0,29,4,4,150,97,10,146,48,1.26,No,No,No
311,Ligue 1,2014-2015,12,Bastia,38,12,11,15,37,46,-9,47,31,20,5,5,0.0,0.0,154,108,12,119,418,,95,169.0,1.24,12,11,15,37,46,-9.0,20,5,5,154,108,12,119,47,1.24,No,No,No
312,Ligue 1,2014-2015,13,Caen,38,12,10,16,54,55,-1,46,23,34,6,6,0.0,0.0,177,122,7,156,418,,104,160.0,1.21,12,10,16,54,55,-1.0,34,6,6,177,122,7,156,46,1.21,No,No,No
313,Ligue 1,2014-2015,14,Nantes,38,11,12,15,29,40,-11,45,27,17,4,6,0.0,0.0,140,100,11,136,418,,109,153.0,1.18,11,12,15,29,40,-11.0,17,4,6,140,100,11,136,45,1.18,No,No,No
314,Ligue 1,2014-2015,15,Reims,38,12,8,18,47,66,-19,44,30,31,3,3,0.0,0.0,185,119,9,138,418,,113,153.0,1.16,12,8,18,47,66,-19.0,31,3,3,185,119,9,138,44,1.16,No,No,No
315,Ligue 1,2014-2015,16,Lorient,38,12,7,19,44,50,-6,43,32,27,5,5,0.0,0.0,181,131,10,174,418,,107,158.0,1.13,12,7,19,44,50,-6.0,27,5,5,181,131,10,174,43,1.13,No,No,No
316,Ligue 1,2014-2015,17,Toulouse,38,12,6,20,43,64,-21,42,27,31,3,3,,,157,93,7,129,418,,102,162.0,1.11,12,6,20,43,64,-21.0,31,3,3,157,93,7,129,42,1.11,No,No,No
317,Ligue 1,2014-2015,18,Evian,38,11,4,23,41,62,-21,37,29,25,1,2,0.0,0.0,166,104,9,105,418,,113,151.0,0.97,11,4,23,41,62,-21.0,25,1,2,166,104,9,105,37,0.97,No,No,Yes
318,Ligue 1,2014-2015,19,Metz,38,7,9,22,31,61,-30,30,31,17,8,10,,,155,94,9,153,418,,103,160.0,0.79,7,9,22,31,61,-30.0,17,8,10,155,94,9,153,30,0.79,No,No,Yes
319,Ligue 1,2014-2015,20,Lens,38,7,8,23,32,61,-29,29,27,19,5,8,,,175,114,9,128,418,,109,150.0,0.76,7,8,23,32,61,-29.0,19,5,8,175,114,9,128,29,0.76,No,No,Yes
320,Ligue 1,2015-2016,1,Paris SG,38,30,6,2,102,19,83,96,28,72,6,8,0.0,0.0,114,95,22,249,418,,111,154.0,2.53,30,6,2,102,19,83.0,72,6,8,114,95,22,249,96,2.53,Yes,No,No
321,Ligue 1,2015-2016,2,Lyon,38,19,8,11,67,43,24,65,30,44,3,3,0.0,0.0,139,96,14,208,418,,113,153.0,1.71,19,8,11,67,43,24.0,44,3,3,139,96,14,208,65,1.71,Yes,No,No
322,Ligue 1,2015-2016,3,Monaco,38,17,14,7,57,50,7,65,31,36,6,8,0.0,0.0,170,120,14,167,418,,110,157.0,1.71,17,14,7,57,50,7.0,36,6,8,170,120,14,167,65,1.71,Yes,No,No
323,Ligue 1,2015-2016,4,Nice,38,18,9,11,58,41,17,63,33,43,5,5,0.0,0.0,144,103,12,159,418,,111,155.0,1.66,18,9,11,58,41,17.0,43,5,5,144,103,12,159,63,1.66,No,Yes,No
324,Ligue 1,2015-2016,5,Lille,38,15,15,8,39,27,12,60,32,28,3,3,0.0,0.0,128,101,18,178,418,,107,159.0,1.58,15,15,8,39,27,12.0,28,3,3,128,101,18,178,60,1.58,No,Yes,No
325,Ligue 1,2015-2016,6,Saint-Étienne,38,17,7,14,42,37,5,58,31,27,3,4,,,144,107,16,137,418,,114,151.0,1.53,17,7,14,42,37,5.0,27,3,4,144,107,16,137,58,1.53,No,Yes,No
326,Ligue 1,2015-2016,7,Caen,38,16,6,16,39,52,-13,54,24,22,5,6,0.0,0.0,168,116,10,182,418,,104,162.0,1.42,16,6,16,39,52,-13.0,22,5,6,168,116,10,182,54,1.42,No,No,No
327,Ligue 1,2015-2016,8,Rennes,38,13,13,12,52,54,-2,52,31,32,3,7,,,171,117,6,155,418,,113,153.0,1.37,13,13,12,52,54,-2.0,32,3,7,171,117,6,155,52,1.37,No,No,No
328,Ligue 1,2015-2016,9,Angers,38,13,11,14,40,38,2,50,29,25,4,5,0.0,0.0,126,88,17,155,418,,110,155.0,1.32,13,11,14,40,38,2.0,25,4,5,126,88,17,155,50,1.32,No,No,No
329,Ligue 1,2015-2016,10,Bastia,38,14,8,16,36,42,-6,50,26,20,2,2,0.0,0.0,145,103,15,108,418,,98,165.0,1.32,14,8,16,36,42,-6.0,20,2,2,145,103,15,108,50,1.32,No,No,No
330,Ligue 1,2015-2016,11,Bordeaux,38,12,14,12,50,57,-7,50,35,33,1,2,0.0,0.0,161,104,11,143,418,,114,151.0,1.32,12,14,12,50,57,-7.0,33,1,2,161,104,11,143,50,1.32,No,No,No
331,Ligue 1,2015-2016,12,Montpellier,38,14,7,17,49,47,2,49,30,34,2,2,0.0,0.0,144,97,9,143,418,,106,158.0,1.29,14,7,17,49,47,2.0,34,2,2,144,97,9,143,49,1.29,No,No,No
332,Ligue 1,2015-2016,13,Marseille,38,10,18,10,48,42,6,48,28,35,2,4,0.0,0.0,141,99,9,184,418,,112,155.0,1.26,10,18,10,48,42,6.0,35,2,4,141,99,9,184,48,1.26,No,No,No
333,Ligue 1,2015-2016,14,Nantes,38,12,12,14,33,44,-11,48,29,25,0,0,0.0,0.0,142,98,15,132,418,,109,157.0,1.26,12,12,14,33,44,-11.0,25,0,0,142,98,15,132,48,1.26,No,No,No
334,Ligue 1,2015-2016,15,Lorient,38,11,13,14,47,58,-11,46,31,30,7,7,0.0,0.0,183,125,8,192,418,,113,152.0,1.21,11,13,14,47,58,-11.0,30,7,7,183,125,8,192,46,1.21,No,No,No
335,Ligue 1,2015-2016,16,Guingamp,38,11,11,16,47,56,-9,44,28,36,2,3,0.0,0.0,165,109,13,136,418,,105,161.0,1.16,11,11,16,47,56,-9.0,36,2,3,165,109,13,136,44,1.16,No,No,No
336,Ligue 1,2015-2016,17,Toulouse,38,9,13,16,45,55,-10,40,25,28,4,6,,,142,87,8,159,418,,113,154.0,1.05,9,13,16,45,55,-10.0,28,4,6,142,87,8,159,40,1.05,No,No,No
337,Ligue 1,2015-2016,18,Reims,38,10,9,19,44,57,-13,39,31,30,2,3,0.0,0.0,169,112,4,157,418,,113,153.0,1.03,10,9,19,44,57,-13.0,30,2,3,169,112,4,157,39,1.03,No,No,Yes
338,Ligue 1,2015-2016,19,Gazélec Ajaccio,38,8,13,17,37,58,-21,37,23,26,3,3,0.0,0.0,160,102,6,125,418,,109,156.0,0.97,8,13,17,37,58,-21.0,26,3,3,160,102,6,125,37,0.97,No,No,Yes
339,Ligue 1,2015-2016,20,Troyes,38,3,9,26,28,83,-55,18,33,18,3,3,0.0,0.0,229,146,3,146,418,,114,153.0,0.47,3,9,26,28,83,-55.0,18,3,3,229,146,3,146,18,0.47,No,No,Yes
340,Ligue 1,2016-2017,1,Monaco,38,30,5,3,107,31,76,95,29,62,11,11,0.0,1.0,118,89,17,249,418,,112,154.0,2.5,30,5,3,107,31,76.0,62,11,11,118,89,17,249,95,2.5,Yes,No,No
341,Ligue 1,2016-2017,2,Paris SG,38,27,6,5,83,27,56,87,28,54,9,10,0.0,1.0,90,63,21,228,418,,111,155.0,2.29,27,6,5,83,27,56.0,54,9,10,90,63,21,228,87,2.29,Yes,No,No
342,Ligue 1,2016-2017,3,Nice,38,22,12,4,63,36,27,78,27,45,6,8,0.0,1.0,160,124,13,171,418,,85,179.0,2.05,22,12,4,63,36,27.0,45,6,8,160,124,13,171,78,2.05,Yes,No,No
343,Ligue 1,2016-2017,4,Lyon,38,21,4,13,77,48,29,67,27,44,12,14,0.0,2.0,145,97,13,217,418,,104,161.0,1.76,21,4,13,77,48,29.0,44,12,14,145,97,13,217,67,1.76,No,Yes,No
344,Ligue 1,2016-2017,5,Marseille,38,17,11,10,57,41,16,62,27,37,4,4,0.0,1.0,163,122,18,173,418,,112,154.0,1.63,17,11,10,57,41,16.0,37,4,4,163,122,18,173,62,1.63,No,Yes,No
345,Ligue 1,2016-2017,6,Bordeaux,38,15,14,9,53,43,10,59,27,35,4,7,0.0,1.0,139,96,13,157,418,,106,160.0,1.55,15,14,9,53,43,10.0,35,4,7,139,96,13,157,59,1.55,No,Yes,No
346,Ligue 1,2016-2017,7,Nantes,38,14,9,15,40,54,-14,51,27,31,2,4,0.0,1.0,151,97,10,141,418,,113,153.0,1.34,14,9,15,40,54,-14.0,31,2,4,151,97,10,141,51,1.34,No,No,No
347,Ligue 1,2016-2017,8,Saint-Étienne,38,12,14,12,41,42,-1,50,34,26,5,6,,,172,130,14,133,418,,111,153.0,1.32,12,14,12,41,42,-1.0,26,5,6,172,130,14,133,50,1.32,No,No,No
348,Ligue 1,2016-2017,9,Rennes,38,12,14,12,36,42,-6,50,31,25,2,3,,,143,101,12,145,418,,110,156.0,1.32,12,14,12,36,42,-6.0,25,2,3,143,101,12,145,50,1.32,No,No,No
349,Ligue 1,2016-2017,10,Guingamp,38,14,8,16,46,53,-7,50,25,33,4,4,0.0,3.0,160,107,9,167,418,,107,159.0,1.32,14,8,16,46,53,-7.0,33,4,4,160,107,9,167,50,1.32,No,No,No
350,Ligue 1,2016-2017,11,Lille,38,13,7,18,40,47,-7,46,31,26,6,7,0.0,3.0,153,106,11,157,418,,108,158.0,1.21,13,7,18,40,47,-7.0,26,6,7,153,106,11,157,46,1.21,No,No,No
351,Ligue 1,2016-2017,12,Angers,38,13,7,18,40,49,-9,46,29,25,3,4,0.0,1.0,127,78,9,183,418,,112,151.0,1.21,13,7,18,40,49,-9.0,25,3,4,127,78,9,183,46,1.21,No,No,No
352,Ligue 1,2016-2017,13,Toulouse,38,10,14,14,37,41,-4,44,30,22,6,9,,,166,125,12,131,418,,112,153.0,1.16,10,14,14,37,41,-4.0,22,6,9,166,125,12,131,44,1.16,No,No,No
353,Ligue 1,2016-2017,14,Metz,38,11,10,17,39,72,-33,43,31,22,8,9,,,219,147,11,115,418,,105,161.0,1.13,11,10,17,39,72,-33.0,22,8,9,219,147,11,115,43,1.13,No,No,No
354,Ligue 1,2016-2017,15,Montpellier,38,10,9,19,48,66,-18,39,32,30,3,3,0.0,2.0,170,104,7,164,418,,101,150.0,1.03,10,9,19,48,66,-18.0,30,3,3,170,104,7,164,39,1.03,No,No,No
355,Ligue 1,2016-2017,16,Dijon,38,8,13,17,46,58,-12,37,27,29,3,4,0.0,3.0,200,142,10,158,418,,108,157.0,0.97,8,13,17,46,58,-12.0,29,3,4,200,142,10,158,37,0.97,No,No,No
356,Ligue 1,2016-2017,17,Caen,38,10,7,21,36,65,-29,37,27,28,4,5,0.0,1.0,171,106,9,149,418,,101,164.0,0.97,10,7,21,36,65,-29.0,28,4,5,171,106,9,149,37,0.97,No,No,No
357,Ligue 1,2016-2017,18,Lorient,38,10,6,22,44,70,-26,36,30,30,4,6,0.0,0.0,201,131,4,150,418,,110,157.0,0.95,10,6,22,44,70,-26.0,30,4,6,201,131,4,150,36,0.95,No,No,Yes
358,Ligue 1,2016-2017,19,Nancy,38,9,8,21,29,52,-23,35,27,22,1,3,0.0,1.0,170,118,13,113,418,,109,158.0,0.92,9,8,21,29,52,-23.0,22,1,3,170,118,13,113,35,0.92,No,No,Yes
359,Ligue 1,2016-2017,20,Bastia,38,8,10,20,29,54,-25,34,29,18,0,1,0.0,7.0,180,126,9,122,418,,102,162.0,0.89,8,10,20,29,54,-25.0,18,0,1,180,126,9,122,34,0.89,No,No,Yes
360,Ligue 1,2017-2018,1,Paris SG,38,29,6,3,108,29,79,93,26,69,7,9,,,122,96,18,249,418,,103,161.0,2.45,29,6,3,108,29,79.0,69,7,9,122,96,18,249,93,2.45,Yes,No,No
361,Ligue 1,2017-2018,2,Monaco,38,24,8,6,85,45,40,80,32,39,7,8,,,152,113,14,174,418,,111,155.0,2.11,24,8,6,85,45,40.0,39,7,8,152,113,14,174,80,2.11,Yes,No,No
362,Ligue 1,2017-2018,3,Lyon,38,23,9,6,87,43,44,78,26,48,6,7,,,147,112,15,229,418,,108,158.0,2.05,23,9,6,87,43,44.0,48,6,7,147,112,15,229,78,2.05,Yes,No,No
363,Ligue 1,2017-2018,4,Marseille,38,22,11,5,80,47,33,77,26,44,5,8,,,144,103,14,222,418,,113,153.0,2.03,22,11,5,80,47,33.0,44,5,8,144,103,14,222,77,2.03,No,Yes,No
364,Ligue 1,2017-2018,5,Rennes,38,16,10,12,50,44,6,58,28,31,6,8,,,151,114,10,146,418,,101,164.0,1.53,16,10,12,50,44,6.0,31,6,8,151,114,10,146,58,1.53,No,Yes,No
365,Ligue 1,2017-2018,6,Bordeaux,38,16,7,15,53,48,5,55,31,31,4,6,,,127,84,10,157,418,,112,153.0,1.45,16,7,15,53,48,5.0,31,4,6,127,84,10,157,55,1.45,No,Yes,No
366,Ligue 1,2017-2018,7,Saint-Étienne,38,15,10,13,47,50,-3,55,30,28,7,11,,,177,134,13,147,418,,107,158.0,1.45,15,10,13,47,50,-3.0,28,7,11,177,134,13,147,55,1.45,No,No,No
367,Ligue 1,2017-2018,8,Nice,38,15,9,14,53,52,1,54,31,29,8,10,,,157,111,10,175,418,,95,171.0,1.42,15,9,14,53,52,1.0,29,8,10,157,111,10,175,54,1.42,No,No,No
368,Ligue 1,2017-2018,9,Nantes,38,14,10,14,36,41,-5,52,30,18,4,5,,,137,99,12,140,418,,111,155.0,1.37,14,10,14,36,41,-5.0,18,4,5,137,99,12,140,52,1.37,No,No,No
369,Ligue 1,2017-2018,10,Montpellier,38,11,18,9,36,33,3,51,23,26,0,2,,,121,93,14,159,418,,110,155.0,1.34,11,18,9,36,33,3.0,26,0,2,121,93,14,159,51,1.34,No,No,No
370,Ligue 1,2017-2018,11,Dijon,38,13,9,16,55,73,-18,48,26,28,5,5,,,198,139,5,166,418,,110,154.0,1.26,13,9,16,55,73,-18.0,28,5,5,198,139,5,166,48,1.26,No,No,No
371,Ligue 1,2017-2018,12,Guingamp,38,12,11,15,48,59,-11,47,23,23,6,7,,,169,116,11,162,418,,113,153.0,1.24,12,11,15,48,59,-11.0,23,6,7,169,116,11,162,47,1.24,No,No,No
372,Ligue 1,2017-2018,13,Amiens,38,12,9,17,37,42,-5,45,30,20,3,4,,,184,146,11,110,418,,111,155.0,1.18,12,9,17,37,42,-5.0,20,3,4,184,146,11,110,45,1.18,No,No,No
373,Ligue 1,2017-2018,14,Angers,38,9,14,15,42,52,-10,41,27,23,4,4,,,143,101,6,155,418,,112,153.0,1.08,9,14,15,42,52,-10.0,23,4,4,143,101,6,155,41,1.08,No,No,No
374,Ligue 1,2017-2018,15,Strasbourg,38,9,11,18,44,67,-23,38,25,28,7,7,,,177,116,4,127,418,,110,156.0,1.0,9,11,18,44,67,-23.0,28,7,7,177,116,4,127,38,1.0,No,No,No
375,Ligue 1,2017-2018,16,Caen,38,10,8,20,27,52,-25,38,26,19,5,8,,,151,108,13,125,418,,95,170.0,1.0,10,8,20,27,52,-25.0,19,5,8,151,108,13,125,38,1.0,No,No,No
376,Ligue 1,2017-2018,17,Lille,38,10,8,20,41,67,-26,38,25,28,2,2,,,183,124,5,144,418,,109,157.0,1.0,10,8,20,41,67,-26.0,28,2,2,183,124,5,144,38,1.0,No,No,No
377,Ligue 1,2017-2018,18,Toulouse,38,9,10,19,38,54,-16,37,25,24,8,11,,,161,113,12,140,418,,110,156.0,0.97,9,10,19,38,54,-16.0,24,8,11,161,113,12,140,37,0.97,No,No,Yes
